ID,Pendiente,Tiempo,Velocidad
1,0.000000,1,3.244608
2,0.000000,1,3.244608
3,0.000000,1,3.244608
4,0.000000,1,3.587321
5,0.000000,1,3.244608
6,0.000000,1,3.244608
7,0.000000,1,3.244608
8,0.025348,1,14.202439
9,0.000000,1,5.494374
10,0.000000,1,11.968438
11,0.000000,1,12.249310
12,0.000000,1,12.982378
13,0.000000,1,14.684285
14,0.000000,1,15.468325
15,0.000000,1,18.033502
16,0.000000,1,17.431898
17,0.000000,1,19.273187
18,0.000000,1,18.738295
19,0.000000,1,20.658841
20,0.016884,1,21.321601
21,0.000000,1,22.199893
22,0.000000,1,19.180490
23,0.014756,1,24.396034
24,0.000000,1,20.368123
25,0.016223,1,22.191070
26,0.015788,1,22.802058
27,0.000000,1,19.728871
28,0.000000,1,18.905231
29,0.018100,1,19.889204
30,0.000000,1,19.828897
31,0.000000,1,18.232967
32,0.000000,1,19.553285
33,0.000000,1,20.845350
34,0.000000,1,28.525511
35,0.000000,1,17.316317
36,0.000000,1,22.071676
37,0.000000,1,17.074721
38,0.019303,1,18.650340
39,0.020583,1,17.490208
40,0.022169,1,16.239132
41,0.035184,1,20.464056
42,0.000000,1,16.157189
43,0.000000,1,17.147171
44,0.000000,1,13.253965
45,0.000000,1,17.350794
46,0.000000,1,15.850649
47,0.020244,1,17.782772
48,0.000000,1,7.392686
49,0.000000,1,13.253965
50,0.020455,1,17.599320
51,0.020203,1,17.819485
52,0.000000,1,17.425519
53,0.015948,1,22.573768
54,0.016635,1,21.641152
55,0.019292,1,18.660460
56,0.000000,1,18.145314
57,0.000000,1,18.833368
58,0.017948,1,20.057490
59,0.000000,1,22.231242
60,0.019983,1,18.015692
61,0.000000,1,28.429394
62,0.021163,1,17.010720
63,0.000000,1,25.093922
64,0.017273,1,20.841624
65,-0.117577,1,21.432784
66,0.000000,1,22.359838
67,0.000000,1,21.279031
68,0.000000,1,20.171952
69,0.000000,1,22.359838
70,0.000000,1,20.105618
71,0.000000,1,20.423722
72,0.000000,1,16.955294
73,0.000000,1,18.052618
74,0.000000,1,25.557822
75,0.000000,1,28.468609
76,0.000000,1,21.796672
77,0.014089,1,25.551605
78,0.000000,1,22.189583
79,0.000000,1,25.838939
80,0.000000,1,22.418467
81,0.015145,1,23.769752
82,0.000000,1,20.503840
83,0.000000,1,27.928919
84,0.000000,1,22.542350
85,0.000000,1,20.770045
86,0.000000,1,23.459216
87,0.016516,1,21.796672
88,0.000000,1,19.912939
89,0.017480,1,20.594588
90,0.000000,1,19.022987
91,0.016369,1,21.993239
92,0.000000,1,19.096664
93,0.016634,1,21.642642
94,0.018102,1,19.887376
95,0.017151,1,20.990084
96,0.000000,1,19.967785
97,0.018399,1,19.566738
98,0.018212,1,19.767438
99,0.018272,1,19.701986
